"","AS_home_advan","AS_tournie_level","AS_left_hand_advan","AS_age","AS_fatigue","AS_rank_points","AS_serve.returnpt","AS_return.servept","AS_serve.returng","AS_return.serveg","AS_serve.returnpt_os","AS_return.servept_os","AS_serve.returng_os","AS_return.serveg_os","AS_serve.returnpt_hth","AS_return.servept_hth","AS_serve.returng_hth","AS_return.serveg_hth","AS_serve.returnpt_hth_os","AS_return.servept_hth_os","AS_serve.returng_hth_os","AS_return.serveg_hth_os","AS_serve.returnpt_co","AS_return.servept_co","AS_serve.returng_co","AS_return.serveg_co","AS_serve.returnpt_co_os","AS_return.servept_co_os","AS_serve.returng_co_os","AS_return.serveg_co_os","AS_matchw","AS_matchw_os","AS_hth_matchw","AS_hth_matchw_os","AS_matchw_co","AS_matchw_co_os","AS_tbw","AS_win_lose_binary","surface.LR.","AS_rank","V41"
"75",0,0,-1,7.75906913,0,-130,0.645860135403665,0.361460195253248,0.808955959084991,0.228213418259173,0.64541356184533,0.358378746709754,0.802668851430039,0.227064697074836,0.677718772333333,0.291384846666667,0.911111111,0.129629629666667,0.708885851,0.294220127,0.9166666665,0.1944444445,0.648958516649886,0.363986857522647,0.819806842984827,0.223420115267754,0.647901299187032,0.367183642242079,0.819874195257483,0.236968484905596,0.51006044547487,0.504778453518679,0.666666666666667,1,0.481939163498099,0.485074626865672,0.496527777777778,1,"Hard",-7,2.31
"76",0,0,0,-8.88706366,0,569,0.650766841847828,0.379213660642909,0.792949711119352,0.240791265282535,0.651473989342556,0.3749874105969,0.8000698728726,0.233872965550348,0,0,0,0,0,0,0,0,0.645631656978543,0.380516090463811,0.793884283388888,0.24472913532424,0.647803203767195,0.369240327678377,0.809015783330941,0.22645807503083,0.581395348837209,0.56875,0,0,0.56095041322314,0.589041095890411,0.494117647058823,0,"Hard",33,2.26
"77",0,0,0,-1.25941137,0,1790,0.654158343536519,0.342943141336144,0.798969521700187,0.180991721264953,0.659104988496075,0.336103549729503,0.814534813606492,0.16837474154502,0.663551402,0.330508475,0.833333333,0.055555556,0.663551402,0.330508475,0.833333333,0.055555556,0.65402389484896,0.342823791496639,0.798835246846245,0.186915493623412,0.657935201633233,0.340610118248985,0.810050739821637,0.215055269065511,0.524714828897338,0.47239263803681,0,0,0.519823788546255,0.525,0.53922967189729,1,"Hard",64,1.3
"78",0,0,0,-1.01300479,0,-828,0.617231268873957,0.369483777384749,0.758064340991716,0.233389684298935,0.616884702315051,0.363014672506391,0.756163097040012,0.218548936951546,0.603901071,0.3226203805,0.732142857,0.1009615385,0.594594595,0.347368421,0.75,0.076923077,0.626913795371166,0.377842529772719,0.779056073486312,0.244898263844451,0.626296026827681,0.366935253988343,0.781617271777663,0.205670036419986,0.454005934718101,0.42843137254902,0,0,0.429906542056075,0.362068965517241,0.508637236084453,0,"Hard",-63,1.35
"79",0,0,0,-5.39356605,0,-967,0.650931674136704,0.345887990372952,0.824457636991953,0.233584290514986,0.655884324409791,0.347852233197936,0.832039072539575,0.232308545114296,0,0,0,0,0,0,0,0,0.644114127378144,0.326960667114523,0.81657717287697,0.192924627729145,0.64382611373187,0.330850603562011,0.804367440055398,0.198902703480265,0.461451247165533,0.488581537471856,0,0,0.366666666666667,0.416666666666667,0.421540243196294,1,"Hard",-107,2.43
"80",0,0,0,0.342231339999998,0,-545,0.610672754576776,0.345153565858179,0.745594139174063,0.174011340010387,0.613285541037783,0.337182367104238,0.742663502248163,0.156039276120568,0.592592593,0.37804878,0.615384615,0.230769231,0.592592593,0.37804878,0.615384615,0.230769231,0.629042803074013,0.313125744559802,0.784186967066843,0.108928412923469,0.62961141258604,0.33111430910972,0.775516024954539,0.116107896198262,0.463174478141,0.440191387559809,0,0,0.409090909090909,0.620689655172414,0.618090452261306,0,"Hard",-29,1.37
"82",0,0,1,3.26899384,0,-77,0.619185636672897,0.333850371764572,0.747676489440242,0.144363908854908,0.619630494537876,0.327450283027427,0.75422073214958,0.135911851090268,0.6747095525,0.377350975,0.85609217175,0.2812184345,0,0,0,0,0.626505148754848,0.322548112315891,0.790205628412026,0.129702659279512,0.613858080647444,0.325006187979354,0.762960822065461,0.120120996298468,0.469936708860759,0.480314960629921,1,0,0.469026548672566,0.5,0.509493670886076,0,"Hard",-9,1.6
"85",0,0,0,-1.41546886,0,1105,0.649879950444173,0.392511887724457,0.819524366633775,0.282835395902578,0.657846674097326,0.382034389704063,0.834939660641151,0.264617913468208,0,0,0,0,0,0,0,0,0.640407667827804,0.380119621623496,0.814742028109089,0.254960575857037,0.661405305175913,0.366196485729961,0.837714162098178,0.223540532227554,0.543733092876465,0.550949913644214,0,0,0.516129032258065,0.621052631578947,0.470588235294118,1,"Hard",51,1.37
"86",0,0,1,-0.728268310000001,0,46,0.650631272257421,0.347009456756903,0.811312139321489,0.206794444440223,0.657256564965272,0.351830878277992,0.818120652591734,0.215139715267139,0.582405115666667,0.348139901666667,0.688235294,0.220833333333333,0.582405115666667,0.348139901666667,0.688235294,0.220833333333333,0.65085925279467,0.343013469196191,0.824030815573057,0.18713114044679,0.680799192837609,0.349285910992107,0.887188499223942,0.175643664968999,0.478011472275335,0.498866213151927,0.333333333333333,0.333333333333333,0.474820143884892,0.785714285714286,0.570990023023791,0,"Hard",3,1.65
"88",0,0,0,-0.728268310000001,0,-1487,0.639484793907422,0.341291652866053,0.788011898634025,0.175008937704282,0.635386920710386,0.339571151675503,0.783382555055192,0.187475103251182,0,0,0,0,0,0,0,0,0.643560839433921,0.332737627490883,0.798258509412038,0.1541950838292,0.653620160351276,0.333483886880665,0.815356781165504,0.179252574577201,0.441969519343494,0.458823529411765,0,0,0.40530303030303,0.496402877697842,0.490957446808511,0,"Hard",-26,1.56
"89",-1,0,0,-17.52772074,234,-5510,0.624172662195033,0.340018270310764,0.751160796005317,0.202487936696964,0.625580135631118,0.347228359084914,0.746688981001813,0.21334132208351,0,0,0,0,0,0,0,0,0.61837085630756,0.335096052518869,0.745827942572328,0.191969262686156,0.618152859439944,0.349163664015415,0.737590942750191,0.213752380135071,0.418687006265323,0.449352535398766,0,0,0.365118752215526,0.401913875598086,0.466666666666667,0,"Hard",-25,1.1
"91",0,0,0,1.47296373,56,-237,0.65403645569954,0.304497961331428,0.794360496688127,0.12013560262434,0.653127657509767,0.298363273974637,0.787588728801701,0.117568716109845,0.674415350666667,0.202044773666667,0.900178253,0,0.674415350666667,0.202044773666667,0.900178253,0,0.651853632304527,0.291613652344409,0.794413880864724,0.0845267685338125,0.653471223373245,0.285030193221192,0.788413296795813,0.0820936047928932,0.48876404494382,0.486486486486486,0,0,0.492753623188406,0.526315789473684,0.474083438685209,0,"Hard",-9,1.5
"92",0,0,0,-6.45585216,60.4528669,2672,0.635576567056045,0.360530775652215,0.759292755207002,0.210256576521609,0.640817043162817,0.34987552965013,0.764098194443063,0.190875037533922,0.651898734,0.397163121,0.782608696,0.318181818,0,0,0,0,0.644045478451249,0.364256572247878,0.779707262472707,0.222643873063016,0.659664469441993,0.345304391489393,0.802306911382502,0.191528496280849,0.523395510591211,0.520760697305864,1,0,0.49288256227758,0.497797356828194,0.563604240282686,1,"Hard",39,1.41
"93",0,0,0,9.37166324,-39,1372,0.69850783781832,0.356411697199829,0.883923675625303,0.22941513713993,0.702221276077718,0.355016434548304,0.884872321904786,0.228164794053116,0.818181818,0.378378378,1,0.181818182,0.818181818,0.378378378,1,0.181818182,0.692119001721288,0.366768317023957,0.881146466179916,0.242796085376189,0.675074780962697,0.358593560105483,0.863009194912135,0.241238750003438,0.543508608655188,0.523091423185674,1,1,0.550724637681159,0.481481481481481,0.428997020854022,0,"Hard",27,2.7
"94",0,0,0,-8.81587954,33,285,0.644874212313133,0.364542196922935,0.793404484204662,0.223713924287056,0.652335424597268,0.367423085129748,0.807887244163594,0.231579044223488,0.684684685,0.327433628,0.875,0.058823529,0.684684685,0.327433628,0.875,0.058823529,0.653845823660104,0.376288731126017,0.824748585951479,0.246491959084227,0.654534223232048,0.372144206933376,0.826470358074042,0.245947646684714,0.531198286771148,0.573805921763562,1,1,0.576059850374065,0.56,0.531914893617021,1,"Hard",13,1.48
"95",-1,0,0,-8.26009582,53,-5893,0.607878955400783,0.336632677940158,0.733230396176271,0.199574440673775,0.60793937711217,0.338288422677378,0.725805391615195,0.19931486256999,0.633663366,0.263736264,0.866666667,0.0625,0.633663366,0.263736264,0.866666667,0.0625,0.60093117596969,0.332837110968813,0.723379083269841,0.205772216944766,0.599041716408505,0.339996355346886,0.710941938401457,0.217737800132577,0.354384370740572,0.364273204903678,0,0,0.335262083049694,0.326530612244898,0.457550713749061,0,"Hard",-46,1.02
"96",1,0,0,12.81587954,-10,760,0.657657535946168,0.351017751641478,0.816210691413172,0.185497584761794,0.658547991469024,0.348440592293738,0.815298318769197,0.1831420388079,0,0,0,0,0,0,0,0,0.67582959475636,0.340234563500459,0.858625620683329,0.163727123973705,0.68501345350711,0.341945876767504,0.858288817644514,0.177762549385912,0.534883720930233,0.55,0,0,0.579545454545455,0.616541353383459,0.50253807106599,1,"Hard",31,1.3
"97",0,0,0,8.14236824,-25,-2931,0.629221826688269,0.336243970757957,0.776766247492016,0.175916609406041,0.642327340698253,0.341048232833613,0.799264592653203,0.187775437540682,0.716814159,0.384615385,0.9375,0.176470588,0.716814159,0.384615385,0.9375,0.176470588,0.612383767662817,0.339762733980391,0.767512064086932,0.189075777925721,0.624984966105792,0.335570247308878,0.794674568846489,0.169702030225891,0.348659003831418,0.361584158415842,1,1,0.296022201665125,0.209302325581395,0.460122699386503,0,"Hard",-63,1.17
"98",0,0,0,-4.76386037,-23,-1302,0.61345291173314,0.384669854542378,0.729962162407478,0.263187119120026,0.616081330277039,0.382571802741369,0.740598372051449,0.262538679833435,0,0,0,0,0,0,0,0,0.618701024748989,0.382226384459328,0.745705732515208,0.256454695735997,0.618906800928095,0.379009725000056,0.732945308366722,0.260633891350698,0.478635829086633,0.491931285788652,0,0,0.513812154696133,0.516129032258065,0.452286282306163,1,"Hard",-34,1.74
"100",0,0,0,-1.82340863,17,1685,0.638617423660193,0.380867643284936,0.772711917367616,0.255112514826656,0.64801563605901,0.380971480343807,0.798047917203669,0.254147128178499,0.728277810333333,0.371919324,0.924603174666667,0.252777777666667,0.7174167155,0.362757035,0.886904762,0.1916666665,0.643732814813831,0.382651230218711,0.786069638057978,0.254723526178762,0.668733237612619,0.385337007660131,0.863675296410172,0.250123518055312,0.532188841201717,0.538461538461538,0.666666666666667,0.5,0.543710021321962,0.653846153846154,0.386081982840801,1,"Hard",54,1.38
"103",-1,0,0,-7.93429158,0,-6450,0.611327441340056,0.323261999552219,0.739145188090845,0.171794798726591,0.610639138266526,0.325995617243631,0.733802863488142,0.172072421340041,0.575320513,0.2695025435,0.677777778,0.05,0.575320513,0.2695025435,0.677777778,0.05,0.614614758037058,0.314808557888644,0.740903175892584,0.155198170822525,0.606440611288304,0.322935185432788,0.73881707101893,0.148093586839483,0.342281879194631,0.3601108033241,0,0,0.303030303030303,0.276923076923077,0.382741116751269,0,"Hard",-109,1.03
"104",0,0,0,0.63244353,0,-284,0.625339521455753,0.373121490897566,0.761423788395891,0.232137897495173,0.640577117616608,0.377765858474485,0.789609275125461,0.240353699808091,0,0,0,0,0,0,0,0,0.61674648714568,0.354221885357026,0.742448883527051,0.203760135880908,0.632113227181399,0.375441177702558,0.780898827326162,0.238207551602185,0.490046590427785,0.523704520396913,0,0,0.400778210116732,0.555555555555556,0.576329331046312,1,"Hard",-16,1.75
"105",0,0,0,7.66324436,0,64,0.647822104112418,0.369062239248966,0.806218854485908,0.248684867376029,0.647905683620924,0.365805371880619,0.804188065266402,0.24880505424441,0.629213483,0.42,0.6875,0.294117647,0.629213483,0.42,0.6875,0.294117647,0.654148365872106,0.370302276705399,0.824544790171093,0.229892252541522,0.676469052242829,0.376777568826868,0.838442925555779,0.247894093203609,0.502824858757062,0.522784810126582,1,1,0.437086092715232,0.645161290322581,0.502092050209205,0,"Hard",5,2.22
"106",1,0,0,0.763860369999996,0,718,0.647905437593795,0.34612936571908,0.79035766450708,0.181817243926331,0.669968820960144,0.351671818379187,0.830264290000319,0.186371501108439,0.586666667,0.166666667,0.8,0,0,0,0,0,0.661685382352078,0.375659154975867,0.850805533631134,0.226093916126663,0.690612634053087,0.359644169844049,0.908249372896371,0.209254392380059,0.543274953239245,0.601503759398496,0,0,0.724867724867725,0.757575757575758,0.580985915492958,1,"Hard",28,1.22
"107",0,0,1,10.56810404,0,-2610,0.63616231668724,0.348269206963608,0.785721785431322,0.208768640095773,0.644108033239663,0.323941730861832,0.801630077078961,0.1606878533416,0.636363636,0.338235294,0.727272727,0.090909091,0,0,0,0,0.621544719982462,0.334111670390599,0.771333941725578,0.180600919803269,0.649837774445138,0.305781372344038,0.839027696725424,0.143227919833475,0.430167597765363,0.365954733822123,0,0,0.353982300884956,0.313253012048193,0.467968105581523,0,"Hard",-35,1.15
"110",0,0,0,12.19986311,0,1740,0.66576969702347,0.38835724958884,0.847142600050516,0.273974859607606,0.668047489933065,0.38604693012591,0.850623940573906,0.260619187580905,0,0,0,0,0,0,0,0,0.646897657382301,0.386462467249951,0.796850829160209,0.286450738209995,0.639644903810792,0.377679236593076,0.788065501157078,0.267073998192892,0.652996845425867,0.6282151208106,0,0,0.565217391304348,0.6,0.492227979274611,1,"Hard",76,1.97
"111",0,0,0,2.19028063,0,-735,0.627920901588603,0.366830345665329,0.736965649048204,0.21934200581262,0.629650185723113,0.365059507190173,0.745744883657948,0.213199536347764,0.640373270666667,0.449468401,0.831313131333333,0.348611111,0.603417049,0.454505632,0.796969697,0.35625,0.628029239093355,0.364793126317661,0.747516725357407,0.202337725244898,0.635948842527386,0.353864258014818,0.766641791548165,0.183011687542379,0.499240352476451,0.496747486694264,1,1,0.435851586946804,0.360975609756098,0.529531568228106,0,"Hard",-10,1.53
"112",0,0,0,-1.24572211,0,6,0.651622468527357,0.318445661244867,0.783421737765309,0.127198571061472,0.676284980577154,0.317654498825147,0.829522028656768,0.131078402061014,0.653543307,0.301587302,0.944444444,0,0,0,0,0,0.673450830431998,0.303727387377581,0.820590845155381,0.110534326262743,0.708309294351688,0.272581508361044,0.871083123062436,0.0457137912088431,0.486139842780306,0.583333333333333,0,0,0.551724137931034,0.6,0.469387755102041,1,"Hard",1,1.42
"114",0,0,0,2.50787132,0,1911,0.678237957681672,0.375158939689491,0.865438143785653,0.251769089372253,0.673033092276102,0.37883849436064,0.848411435130496,0.257798277296852,0.686868687,0.376068376,0.823529412,0.176470588,0,0,0,0,0.692753022846937,0.376059332699496,0.882373178219699,0.244258245726027,0.685307804701439,0.368421367148962,0.866827960338644,0.241425389773932,0.640255686041326,0.608668920996004,1,0,0.701587301587302,0.568421052631579,0.411161731207289,1,"Hard",72,1.29
"115",-1,0,0,2.89664614,0,987,0.621900066603868,0.381515624774422,0.765366013534166,0.243788634484066,0.636907167607419,0.372461365170666,0.83424746215576,0.220959511845001,0,0,0,0,0,0,0,0,0.65068443324095,0.393557903843154,0.807293227507447,0.257019433916288,0.624870555345773,0.379226365089185,0.817659039332485,0.194789816445751,0.514396218306833,0.519721577726218,0,0,0.705159705159705,0.5,0.464788732394366,0,"Hard",80,2.34
"117",0,0,0,5.67282683,0,-747,0.612956421157055,0.366322410504474,0.752065234300337,0.226958943566441,0.598224268751478,0.283664990470355,0.724499247648548,0.14702501805584,0,0,0,0,0,0,0,0,0.600291166754744,0.370715369469149,0.722519839817586,0.200140881604818,0.589379600554932,0.406038935193986,0.837209302359654,0.33962264155429,0.373540856031128,0,0,0,0.285714285714286,0,0.513618677042802,0,"Hard",-50,1.07
"118",0,0,0,-0.5229295,0,-3065,0.621298598154411,0.338052315318876,0.74656615043967,0.174207536136083,0.628609554271908,0.332715792022365,0.764141647391031,0.164639247660407,0.629139073,0.297297297,0.791666667,0.038461538,0,0,0,0,0.621285714477718,0.330005117492839,0.749309883449965,0.155156956186481,0.637769909684308,0.325138725807536,0.777134423726249,0.157923356219715,0.426876160169716,0.424083769633508,0,0,0.400452488687783,0.456896551724138,0.514285714285714,1,"Hard",-25,4.03
"119",0,0,1,-7.12936345,-216,292,0.630189781729457,0.35513302385672,0.752481764803611,0.193418618957402,0.635187275300097,0.360462946430467,0.760060803859675,0.205202330751756,0,0,0,0,0,0,0,0,0.622788028782027,0.347644197283845,0.745389047325794,0.184351485702278,0.62646737338936,0.356232597900214,0.761702076221123,0.20276524438093,0.481596073829084,0.508095074061316,0,0,0.43980343980344,0.446808510638298,0.508771929824561,1,"Hard",26,1.53
"120",0,0,-1,10.57084189,255,-826,0.640371253535799,0.339498971958463,0.800667842054999,0.154460468829237,0.636094194070366,0.336059163969705,0.787951142497915,0.142499921746359,0.623655914,0.292134831,0.8,0.133333333,0.623655914,0.292134831,0.8,0.133333333,0.661613143361286,0.359957080898016,0.838421654573696,0.172499032818108,0.650902909103298,0.351515186909027,0.837045908127204,0.126887118368422,0.335329341317365,0.315989847715736,0,0,0.390243902439024,0.272727272727273,0.475583864118896,0,"Hard",-95,1.11
"123",0,0,0,-8.51471595,-116,1025,0.652618829333993,0.365365370687857,0.816173232959949,0.208262101129454,0.660140726239579,0.370996017689575,0.830093034332934,0.220260058757633,0,0,0,0,0,0,0,0,0.662774259887902,0.380264403051353,0.828835097887349,0.251527522751439,0.644173454405892,0.353417237046457,0.838323353332138,0.240963855238786,0.563483146067416,0.609523809523809,0,0,0.5,1,0.52,1,"Hard",179,1.23
"124",0,0,1,-3.58110883,-12,-183,0.608283156900445,0.377765526303093,0.724578970712054,0.246874312781903,0.61396223847066,0.379363925418316,0.736288713524319,0.247767980733559,0,0,0,0,0,0,0,0,0.611512333492594,0.369899322255558,0.748504511086213,0.218313995736861,0.618864825396429,0.371362509460454,0.764865855471307,0.21412592297579,0.472369417108251,0.516616314199396,0,0,0.414634146341463,0.473684210526316,0.597938144329897,0,"Hard",-14,1.62
"125",0,0,0,-3.76180699,-44,232,0.652513646214877,0.352187253780322,0.817858427004171,0.220749215011436,0.659086777074521,0.354222032461055,0.825758475788646,0.227152218111781,0,0,0,0,0,0,0,0,0.650878777443328,0.345036764293013,0.825564783990076,0.193698465644048,0.667609873319649,0.330337505036409,0.854834786402119,0.170060374813336,0.518682105765787,0.564853556485356,0,0,0.5,0.609375,0.521820448877806,1,"Hard",15,1.75
"126",0,0,0,-2.91854894,-72,2235,0.625812515015528,0.395819001604368,0.765592544441911,0.273777124489133,0.623201850249205,0.393741844905546,0.747024757258198,0.264744794239106,0,0,0,0,0,0,0,0,0.628488587528863,0.39532934313684,0.751916502997136,0.292873227136209,0.615755578260009,0.393140216546366,0.783226595311838,0.289884698222446,0.611888111888112,0.64,0,0,0.578947368421053,1,0.636942675159236,0,"Hard",239,3.76
